iter	Passed	Remaining
1741	3090	457
1742	3091	455
1743	3093	454
1744	3094	452
1745	3095	450
1746	3097	448
1747	3098	446
1748	3100	444
1749	3101	443
1750	3103	441
1751	3104	439
1752	3106	437
1753	3107	435
1754	3109	434
1755	3110	432
1756	3111	430
1757	3113	428
1758	3114	426
1759	3115	424
1760	3117	423
1761	3118	421
1762	3119	419
1763	3120	417
1764	3122	415
1765	3123	413
1766	3124	412
1767	3126	410
1768	3127	408
1769	3128	406
1770	3130	404
1771	3131	402
1772	3132	401
1773	3133	399
1774	3135	397
1775	3136	395
1776	3138	393
1777	3139	392
1778	3141	390
1779	3142	388
1780	3144	386
1781	3145	384
1782	3146	382
1783	3147	381
1784	3149	379
1785	3150	377
1786	3152	375
1787	3153	373
1788	3154	372
1789	3156	370
1790	3157	368
1791	3158	366
1792	3160	364
1793	3161	363
1794	3162	361
1795	3163	359
1796	3165	357
1797	3166	355
1798	3167	353
1799	3169	352
1800	3170	350
1801	3171	348
1802	3172	346
1803	3174	344
1804	3175	343
1805	3176	341
1806	3177	339
1807	3179	337
1808	3180	335
1809	3182	334
1810	3184	332
1811	3185	330
1812	3187	328
1813	3188	326
1814	3189	325
1815	3191	323
1816	3192	321
1817	3193	319
1818	3195	318
1819	3197	316
1820	3199	314
1821	3200	312
1822	3201	310
1823	3203	309
1824	3204	307
1825	3205	305
1826	3207	303
1827	3208	301
1828	3212	300
1829	3214	298
1830	3215	296
1831	3217	295
1832	3218	293
1833	3219	291
1834	3220	289
1835	3223	287
1836	3225	286
1837	3227	284
1838	3228	282
1839	3230	280
1840	3231	279
1841	3232	277
1842	3234	275
1843	3235	273
1844	3237	271
1845	3240	270
1846	3242	268
1847	3243	266
1848	3245	265
1849	3246	263
1850	3247	261
1851	3249	259
1852	3250	257
1853	3251	256
1854	3256	254
1855	3258	252
1856	3260	251
1857	3261	249
1858	3262	247
1859	3264	245
1860	3265	243
1861	3268	242
1862	3271	240
1863	3273	238
1864	3274	237
1865	3275	235
1866	3277	233
1867	3278	231
1868	3279	229
1869	3281	228
1870	3283	226
1871	3285	224
1872	3287	222
1873	3288	221
1874	3289	219
1875	3291	217
1876	3292	215
1877	3293	213
1878	3295	212
1879	3296	210
1880	3297	208
1881	3299	206
1882	3300	205
1883	3301	203
1884	3303	201
1885	3304	199
1886	3305	197
1887	3307	196
1888	3308	194
1889	3310	192
1890	3311	190
1891	3312	189
1892	3314	187
1893	3315	185
1894	3316	183
1895	3318	182
1896	3319	180
1897	3320	178
1898	3322	176
1899	3323	174
1900	3325	173
1901	3326	171
1902	3327	169
1903	3329	167
1904	3330	166
1905	3331	164
1906	3332	162
1907	3334	160
1908	3335	159
1909	3336	157
1910	3338	155
1911	3339	153
1912	3340	151
1913	3342	150
1914	3343	148
1915	3344	146
1916	3346	144
1917	3347	143
1918	3348	141
1919	3349	139
1920	3351	137
1921	3352	136
1922	3353	134
1923	3355	132
1924	3356	130
1925	3357	129
1926	3358	127
1927	3360	125
1928	3361	123
1929	3362	121
1930	3364	120
1931	3365	118
1932	3366	116
1933	3367	114
1934	3369	113
1935	3370	111
1936	3371	109
1937	3373	107
1938	3374	106
1939	3375	104
1940	3377	102
1941	3378	100
1942	3379	99
1943	3380	97
1944	3382	95
1945	3384	93
1946	3386	92
1947	3388	90
1948	3390	88
1949	3391	86
1950	3392	85
1951	3394	83
1952	3395	81
1953	3396	79
1954	3398	78
1955	3400	76
1956	3401	74
1957	3403	72
1958	3404	71
1959	3405	69
1960	3406	67
1961	3408	66
1962	3409	64
1963	3411	62
1964	3413	60
1965	3414	59
1966	3416	57
1967	3417	55
1968	3419	53
1969	3420	52
1970	3421	50
1971	3423	48
1972	3425	46
1973	3427	45
1974	3429	43
1975	3431	41
1976	3432	39
1977	3433	38
1978	3435	36
1979	3436	34
1980	3438	32
1981	3441	31
1982	3443	29
1983	3444	27
1984	3446	26
1985	3447	24
1986	3448	22
1987	3450	20
1988	3451	19
1989	3453	17
1990	3456	15
1991	3457	13
1992	3459	12
1993	3460	10
1994	3462	8
1995	3463	6
1996	3464	5
1997	3466	3
1998	3467	1
1999	3473	0
